Method,Run_Variant,Q1_F1,Q2_F1,Q3_F1,Q4_F1,Q5_L2,Q6_Acc,Q7_L2,Q8_L1,Q9_L2,Q9_CR,Comm(MB)
v2vgot_10ep_both_shallow_f2_4330_full,bev30,0.3944520952193586,0.2242512416595595,0.4189991518235793,0.4111239039943318,8.048966529827949,0.8749274521183982,7.643767477262276,0.08821822402785838,2.5489987082973937,0.0181942012064604,0.4068
