Method,Run_Variant,L2@1s,L2@2s,L2@3s,L2_avg,CR@1s,CR@2s,CR@3s,CR_avg,Comm(MB)
v2vgot_satdesc_4000_full,satdesc,1.1432714585345096,1.8024498216777272,2.44689876331779,1.7975400145100089,0.0005835156819839533,0.009919766593727206,0.018964259664478483,0.009822513980063214,0.0
