Method,Run_Variant,L2@1s,L2@2s,L2@3s,L2_avg,CR@1s,CR@2s,CR@3s,CR_avg,Comm(MB)
v2vgot_10ep_both_shallow_f2_4330_full,bev30,1.598023801440235,2.558337647880357,3.49063467557159,2.5489987082973937,0.0011675423234092236,0.01926444833625219,0.03415061295971979,0.0181942012064604,0.4068
