Method,Run_Variant,Q1_F1,Q2_F1,Q3_F1,Q4_F1,Q5_L2,Q6_Acc,Q7_L2,Q8_L1,Q9_L2,Q9_CR,Comm(MB)
v2vgot_satdesc_4000_full,satdesc,0.5065162419762692,0.3049595848717693,0.4943710230053842,0.5129367831421713,6.181954847244269,0.9084445734184562,5.858303389473137,0.08575159605339525,1.7975400145100089,0.009822513980063214,0.0
